region,date,positivity_rate,test_count
national,2023-02-11,0.3308232736870706,25763
national,2023-02-12,0.33370057052921503,25415
national,2023-02-13,0.33303943571657585,24952
national,2023-02-14,0.3277047646173251,24577
national,2023-02-15,0.3283953691024524,24099
national,2023-02-16,0.326886440818355,24146
national,2023-02-17,0.3271602375119379,24083
national,2023-02-18,0.32566393853348924,23948
national,2023-02-19,0.32215983450838015,23687
national,2023-02-20,0.3166574338432693,23467
national,2023-02-21,0.320225198328073,23446
national,2023-02-22,0.31836682777919106,23586
national,2023-02-23,0.3154820700021473,23285
national,2023-02-24,0.31424255502805354,23170
national,2023-02-25,0.31427090532135454,23152
national,2023-02-26,0.31454654551688666,23332
national,2023-02-27,0.31348503821408524,23159
national,2023-02-28,0.30915879639797933,22765
national,2023-03-01,0.3045099108928896,21996
national,2023-03-02,0.3014726184997699,21730
national,2023-03-03,0.2974202626641651,21320
national,2023-03-04,0.2930014669001088,21133
national,2023-03-05,0.28811610863629833,20877
national,2023-03-06,0.2863908757007539,20692
national,2023-03-07,0.28189709519421946,20621
national,2023-03-08,0.27909467023606715,20545
national,2023-03-09,0.27721798967805356,20345
national,2023-03-10,0.2776159202014715,20251
national,2023-03-11,0.2748424864811232,20157
national,2023-03-12,0.2729238971882702,19881
national,2023-03-13,0.26542396920271505,19742
national,2023-03-14,0.26267471246583113,19389
national,2023-03-15,0.2624682790408618,19309
national,2023-03-16,0.25887581699346407,19125
national,2023-03-17,0.25423458822280043,18833
national,2023-03-18,0.2567906505149688,18739
national,2023-03-19,0.2558338228226625,18727
national,2023-03-20,0.2555133481059407,18954
national,2023-03-21,0.2508680105715914,19297
national,2023-03-22,0.25006474335733153,19307
national,2023-03-23,0.24985694220465068,19223
national,2023-03-24,0.2518331095734793,19366
national,2023-03-25,0.2499091711216069,19267
national,2023-03-26,0.25120472563345253,19299
national,2023-03-27,0.25164829368637587,18959
national,2023-03-28,0.25665161325425756,18379
national,2023-03-29,0.25608601192134145,17951
national,2023-03-30,0.25584787120659674,17827
national,2023-03-31,0.2534019439679817,17490
national,2023-04-01,0.25338053508211944,17231
national,2023-04-02,0.2500878734622144,17070
national,2023-04-03,0.24821258341277408,16784
national,2023-04-04,0.2471163717615798,16559
national,2023-04-05,0.24295063918282464,16349
national,2023-04-06,0.23969805717114218,16162
national,2023-04-07,0.23776969392875064,15944
national,2023-04-08,0.2376854969447562,16038
national,2023-04-09,0.23895939086294415,15760
national,2023-04-10,0.23660514719969347,15659
national,2023-04-11,0.23318788501026694,15584
national,2023-04-12,0.23258196721311475,15616
national,2023-04-13,0.23467747122001414,15549
national,2023-04-14,0.23481127197518098,15472
national,2023-04-15,0.23384859294490687,15138
national,2023-04-16,0.2286154464465135,14929
national,2023-04-17,0.22710773234709952,14601
national,2023-04-18,0.21747289407839868,14388
national,2023-04-19,0.21518091057140834,14123
national,2023-04-20,0.20884646214384608,13723
national,2023-04-21,0.20546828689982216,13496
national,2023-04-22,0.1998658618376928,13419
national,2023-04-23,0.19771977197719773,13332
national,2023-04-24,0.19072007338327474,13082
national,2023-04-25,0.19451840250587313,12770
national,2023-04-26,0.19458855455343602,12529
national,2023-04-27,0.1969857433808554,12275
